,experiment_id,section_thickness,specimen_id,plane,gene,gene_name,chromosome_id,entrez_id,genomic_reference_update_id,homologene_id,organism_id
228,1802,25,702840,coronal,Pcbd1,pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 1,35.0,13180.0,491928275.0,57028.0,2
229,2371,25,702842,coronal,P3h1,prolyl 3-hydroxylase 1,49.0,56401.0,491928275.0,10509.0,2
230,2037,25,702842,coronal,Aqp9,aquaporin 9,54.0,64008.0,491928275.0,41405.0,2
231,1695,25,702839,coronal,Ctf1,cardiotrophin 1,52.0,13019.0,491928275.0,1016.0,2
232,1880,25,702839,coronal,Pllp,plasma membrane proteolipid,53.0,67801.0,491928275.0,9329.0,2
233,1651,25,702839,coronal,Cmbl,carboxymethylenebutenolidase-like (Pseudomonas),41.0,69574.0,491928275.0,100714.0,2
234,1782,25,702835,coronal,Ncoa4,nuclear receptor coactivator 4,40.0,27057.0,491928275.0,38052.0,2
235,1663,25,702835,coronal,Slc22a13,"solute carrier family 22 (organic cation transporter), member 13",54.0,102570.0,491928275.0,3140.0,2
236,2399,25,702832,coronal,Mapk14,mitogen-activated protein kinase 14,43.0,26416.0,491928275.0,31777.0,2
237,1740,25,702832,coronal,Polr2m,polymerase (RNA) II (DNA directed) polypeptide M,54.0,28015.0,491928275.0,9181.0,2
238,1850,25,702832,coronal,Slc6a6,"solute carrier family 6 (neurotransmitter transporter, taurine), member 6",51.0,21366.0,491928275.0,2291.0,2
239,35,25,702539,coronal,Hepacam,hepatocyte cell adhesion molecule,54.0,72927.0,491928275.0,17652.0,2
240,841,25,702495,coronal,Prkcz,"protein kinase C, zeta",49.0,18762.0,491928275.0,55681.0,2
241,74658019,25,73977215,coronal,Arl10,ADP-ribosylation factor-like 10,39.0,56795.0,491928275.0,10550.0,2
242,74641315,25,73806591,coronal,Atp6v1a,"ATPase, H+ transporting, lysosomal V1 subunit A",42.0,11964.0,491928275.0,124409.0,2
243,74581399,25,73633995,coronal,Fam135b,"family with sequence similarity 135, member B",41.0,70363.0,491928275.0,66605.0,2
244,70928199,25,70220537,coronal,Cast,calpastatin,39.0,12380.0,491928275.0,7658.0,2
245,1832,25,702833,coronal,Siglece,sialic acid binding Ig-like lectin E,52.0,83382.0,491928275.0,87865.0,2
246,71836843,25,71061912,coronal,Vstm2a,V-set and transmembrane domain containing 2A,36.0,211739.0,491928275.0,17123.0,2
247,70928271,25,70220541,coronal,Alcam,activated leukocyte cell adhesion molecule,42.0,11658.0,491928275.0,1229.0,2
248,70928270,25,70220541,coronal,Gap43,growth associated protein 43,42.0,14432.0,491928275.0,1545.0,2
249,2101,25,702833,coronal,Cmtm4,CKLF-like MARVEL transmembrane domain containing 4,53.0,97487.0,491928275.0,45211.0,2
250,71924056,25,71083051,coronal,Gpr123,G protein-coupled receptor 123,52.0,52389.0,491928275.0,18582.0,2
251,1583,25,702833,coronal,Gpr84,G protein-coupled receptor 84,41.0,80910.0,491928275.0,41370.0,2
252,2267,25,702828,coronal,Gnpnat1,glucosamine-phosphate N-acetyltransferase 1,40.0,54342.0,491928275.0,41323.0,2
253,74658085,25,74071348,coronal,Msn,moesin,57.0,17698.0,491928275.0,1833.0,2
254,12,25,702533,coronal,Ndufv3,NADH dehydrogenase (ubiquinone) flavoprotein 3,43.0,78330.0,491928275.0,10885.0,2
255,321203,25,72640,coronal,Cnot7,"CCR4-NOT transcription complex, subunit 7",53.0,18983.0,491928275.0,49011.0,2
256,275874,25,72611,coronal,Copz2,"coatomer protein complex, subunit zeta 2",36.0,56358.0,491928275.0,69215.0,2
257,276067,25,72624,coronal,Rpl11,ribosomal protein L11,49.0,67025.0,491928275.0,37376.0,2
258,276272,25,72587,coronal,Plcd3,"phospholipase C, delta 3",36.0,72469.0,491928275.0,14858.0,2
259,1814,25,702829,coronal,Pxn,paxillin,50.0,19303.0,491928275.0,37697.0,2
260,199391,25,72348,coronal,F2rl1,coagulation factor II (thrombin) receptor-like 1,39.0,14063.0,491928275.0,21087.0,2
261,199392,25,72348,coronal,Mef2a,myocyte enhancer factor 2A,52.0,17258.0,491928275.0,4080.0,2
262,71836877,25,71061967,coronal,Upp1,uridine phosphorylase 1,36.0,22271.0,491928275.0,2524.0,2
263,71836841,25,71061912,coronal,Mcam,melanoma cell adhesion molecule,54.0,84004.0,491928275.0,4742.0,2
264,71015810,25,70309795,coronal,Resp18,regulated endocrine-specific protein 18,34.0,19711.0,491928275.0,7516.0,2
265,1685,25,702834,coronal,Chuk,conserved helix-loop-helix ubiquitous kinase,45.0,12675.0,491928275.0,979.0,2
266,1800,25,702834,coronal,P2ry6,"pyrimidinergic receptor P2Y, G-protein coupled, 6",52.0,233571.0,491928275.0,14289.0,2
267,1854,25,702834,coronal,Snap25,synaptosomal-associated protein 25,47.0,20614.0,491928275.0,13311.0,2
268,74641163,25,73651972,coronal,Stk33,serine/threonine kinase 33,52.0,117229.0,491928275.0,75307.0,2
269,71924204,25,71101536,coronal,Pde10a,phosphodiesterase 10A,43.0,23984.0,491928275.0,4852.0,2
270,70928340,25,70220573,coronal,Cplx3,complexin 3,54.0,235415.0,491928275.0,77368.0,2
271,70928307,25,70220565,coronal,Fam26e,"family with sequence similarity 26, member E",35.0,103511.0,491928275.0,17807.0,2
272,1888,25,702834,coronal,Vdac2,voltage-dependent anion channel 2,40.0,22334.0,491928275.0,37765.0,2
273,1872,25,702834,coronal,Tcerg1,transcription elongation regulator 1 (CA150),44.0,56070.0,491928275.0,4879.0,2
274,1830,25,702834,coronal,Sfrp2,secreted frizzled-related protein 2,48.0,20319.0,491928275.0,56438.0,2
275,1109,25,702527,coronal,Brwd1,bromodomain and WD repeat domain containing 1,42.0,93871.0,491928275.0,23130.0,2
276,1086,25,702533,coronal,Ubash3a,"ubiquitin associated and SH3 domain containing, A",43.0,328795.0,491928275.0,56833.0,2
277,690,25,702526,coronal,Ndrg3,N-myc downstream regulated gene 3,47.0,29812.0,491928275.0,40903.0,2
278,1603,25,702492,coronal,Cdkn2d,"cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)",54.0,12581.0,491928275.0,36081.0,2
279,2293,25,702480,coronal,Hip1,huntingtin interacting protein 1,50.0,215114.0,491928275.0,68463.0,2
280,1357,25,702764,coronal,Gfap,glial fibrillary acidic protein,36.0,14580.0,491928275.0,1554.0,2
281,1435,25,702534,coronal,Ucn,urocortin,50.0,22226.0,491928275.0,2515.0,2
282,70928361,25,70220573,coronal,Cntnap4,contactin associated protein-like 4,53.0,170571.0,491928275.0,24912.0,2
283,321201,25,83813,coronal,BC005537,cDNA sequence BC005537,39.0,79555.0,491928275.0,11551.0,2
284,293666,25,83801,coronal,Uck1,uridine-cytidine kinase 1,47.0,22245.0,491928275.0,7990.0,2
285,808,25,702497,coronal,Pld3,"phospholipase D family, member 3",52.0,18807.0,491928275.0,7893.0,2
286,320,25,702492,coronal,Tomm70a,translocase of outer mitochondrial membrane 70 homolog A (yeast),42.0,28185.0,491928275.0,40112.0,2
287,244,25,702489,coronal,Cdk5,cyclin-dependent kinase 5,50.0,12568.0,491928275.0,3623.0,2
288,2091,25,702488,coronal,Cer1,cerberus 1 homolog (Xenopus laevis),49.0,12622.0,491928275.0,3983.0,2
289,2605,25,702869,coronal,Slc35a1,"solute carrier family 35 (CMP-sialic acid transporter), member 1",49.0,24060.0,491928275.0,38181.0,2
290,1526,25,702764,coronal,Dennd5a,DENN/MADD domain containing 5A,52.0,19347.0,491928275.0,14584.0,2
291,1175,25,702777,coronal,Cnp,"2',3'-cyclic nucleotide 3' phosphodiesterase",36.0,12799.0,491928275.0,7672.0,2
292,1261,25,702765,coronal,Pfn2,profilin 2,48.0,18645.0,491928275.0,1974.0,2
293,1826,25,702818,coronal,Rtn4rl1,reticulon 4 receptor-like 1,36.0,237847.0,491928275.0,18611.0,2
294,1639,25,702818,coronal,Slc25a22,"solute carrier family 25 (mitochondrial carrier, glutamate), member 22",52.0,68267.0,491928275.0,69383.0,2
295,1858,25,702819,coronal,Syap1,synapse associated protein 1,57.0,67043.0,491928275.0,12078.0,2
296,324008,25,83914,coronal,Siae,sialic acid acetylesterase,54.0,22619.0,491928275.0,8001.0,2
297,323588,25,83886,coronal,Eif2d,eukaryotic translation initiation factor 2D,34.0,16865.0,491928275.0,38244.0,2
298,323590,25,83886,coronal,Mocs1,molybdenum cofactor synthesis 1,43.0,56738.0,491928275.0,4343.0,2
299,2571,25,702820,coronal,Slc11a2,"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2",41.0,18174.0,491928275.0,55471.0,2
300,2099,25,702820,coronal,Cmtm3,CKLF-like MARVEL transmembrane domain containing 3,53.0,68119.0,491928275.0,11486.0,2
301,2319,25,702820,coronal,Il17rc,interleukin 17 receptor C,51.0,171095.0,491928275.0,15894.0,2
302,1593,25,702809,coronal,Srpr,signal recognition particle receptor ('docking protein'),54.0,67398.0,491928275.0,2364.0,2
303,74641306,25,73651988,coronal,Glce,glucuronyl C5-epimerase,54.0,93683.0,491928275.0,14111.0,2
304,2645,25,702812,coronal,Stx1a,syntaxin 1A (brain),50.0,20907.0,491928275.0,37941.0,2
305,1659,25,702816,coronal,Abtb1,ankyrin repeat and BTB (POZ) domain containing 1,51.0,80283.0,491928275.0,32731.0,2
306,74657924,25,73817974,coronal,Slc22a8,"solute carrier family 22 (organic anion transporter), member 8",45.0,19879.0,491928275.0,20901.0,2
307,2468,25,702824,coronal,Pcdhb20,protocadherin beta 20,44.0,93891.0,491928275.0,69264.0,2
308,1818,25,702824,coronal,Ramp3,receptor (calcitonin) activity modifying protein 3,36.0,56089.0,491928275.0,4276.0,2
309,74641326,25,73817974,coronal,Cited1,Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1,57.0,12705.0,491928275.0,3057.0,2
310,2203,25,702827,coronal,Exosc1,exosome component 1,45.0,66583.0,491928275.0,9359.0,2
311,1812,25,702827,coronal,Plcd1,"phospholipase C, delta 1",54.0,18799.0,491928275.0,21252.0,2
312,355892,25,83963,coronal,Dag1,dystroglycan 1,54.0,13138.0,491928275.0,3234.0,2
313,74658056,25,73989623,coronal,Col14a1,"collagen, type XIV, alpha 1",41.0,12818.0,491928275.0,18741.0,2
314,74641238,25,73652038,coronal,Vti1a,vesicle transport through interaction with t-SNAREs 1A,45.0,53611.0,491928275.0,39963.0,2
315,73907503,25,71903128,coronal,Prpf38b,PRP38 pre-mRNA processing factor 38 (yeast) domain containing B,48.0,66921.0,491928275.0,9986.0,2
316,73907500,25,71903128,coronal,Rxfp2,relaxin/insulin-like family peptide receptor 2,50.0,140498.0,491928275.0,15402.0,2
317,67936211,25,67501019,coronal,Rpgr,retinitis pigmentosa GTPase regulator,57.0,19893.0,491928275.0,55455.0,2
318,2597,25,702826,coronal,Slc26a8,"solute carrier family 26, member 8",43.0,224661.0,491928275.0,27095.0,2
319,1890,25,702690,coronal,Wnt8b,"wingless-type MMTV integration site family, member 8B",45.0,22423.0,491928275.0,2550.0,2
320,73907501,25,71903128,coronal,Scn5a,"sodium channel, voltage-gated, type V, alpha",54.0,20271.0,491928275.0,22738.0,2
321,73520994,25,71414862,coronal,Kit,kit oncogene,50.0,16590.0,491928275.0,187.0,2
322,71924353,25,71101517,coronal,Clmp,CXADR-like membrane protein,54.0,71566.0,491928275.0,11705.0,2
323,356088,25,83971,coronal,Pias2,protein inhibitor of activated STAT 2,44.0,17344.0,491928275.0,20979.0,2
324,356093,25,83971,coronal,Akr1e1,"aldo-keto reductase family 1, member E1",39.0,56043.0,491928275.0,74313.0,2
325,73931621,25,71903150,coronal,Lct,lactase,34.0,226413.0,491928275.0,124204.0,2
326,71015807,25,70309779,coronal,Tmeff2,transmembrane protein with EGF-like and two follistatin-like domains 2,34.0,56363.0,491928275.0,9417.0,2
327,73817431,25,71887414,coronal,Col12a1,"collagen, type XII, alpha 1",54.0,12816.0,491928275.0,3217.0,2
328,72080133,25,71203524,coronal,Myo1b,myosin IB,34.0,17912.0,491928275.0,7856.0,2
329,70928384,25,70230527,coronal,Anxa2,annexin A2,54.0,12306.0,491928275.0,20857.0,2
330,71836875,25,71061993,coronal,Rprm,"reprimo, TP53 dependent G2 arrest mediator candidate",47.0,67874.0,491928275.0,10524.0,2
331,293038,25,72672,coronal,Ola1,Obg-like ATPase 1,47.0,67059.0,491928275.0,5361.0,2
332,71670722,25,70896947,coronal,Kctd8,potassium channel tetramerisation domain containing 8,50.0,243043.0,491928275.0,18464.0,2
333,74640882,25,73651968,coronal,Epha1,Eph receptor A1,51.0,13835.0,491928275.0,3835.0,2
334,74640883,25,73651968,coronal,Gucy2f,guanylate cyclase 2f,57.0,245650.0,491928275.0,37491.0,2
335,71015816,25,70309827,coronal,1110008P14Rik,RIKEN cDNA 1110008P14 gene,47.0,73737.0,491928275.0,41552.0,2
336,1617,25,702811,coronal,Gpc4,glypican 4,57.0,14735.0,491928275.0,55582.0,2
337,71015815,25,70309863,coronal,Gpr56,G protein-coupled receptor 56,53.0,14766.0,491928275.0,4156.0,2
338,1466,25,702810,coronal,Zfp788,zinc finger protein 788,52.0,67607.0,491928275.0,130728.0,2
339,1902,25,702808,coronal,Gm6740,predicted gene 6740,40.0,627232.0,491928275.0,,2
340,1567,25,702808,coronal,Rgs16,regulator of G-protein signaling 16,34.0,19734.0,491928275.0,2196.0,2
341,356855,25,83999,coronal,Zfp790,zinc finger protein 790,52.0,233056.0,491928275.0,51695.0,2
342,357092,25,84011,coronal,Hectd1,HECT domain containing 1,37.0,207304.0,491928275.0,9115.0,2
343,357096,25,84011,coronal,Pop4,"processing of precursor 4, ribonuclease P/MRP family, (S. cerevisiae)",52.0,66161.0,491928275.0,31392.0,2
344,1896,25,702808,coronal,Fcrls,"Fc receptor-like S, scavenger receptor",48.0,80891.0,491928275.0,57117.0,2
345,73931643,25,72008727,coronal,Rab37,"RAB37, member RAS oncogene family",36.0,58222.0,491928275.0,23303.0,2
346,199398,25,72332,coronal,Pitx1,paired-like homeodomain transcription factor 1,39.0,18740.0,491928275.0,20584.0,2
347,199390,25,72348,coronal,Arf1,ADP-ribosylation factor 1,36.0,11840.0,491928275.0,128392.0,2
348,1462,25,702808,coronal,Il1rap,interleukin 1 receptor accessory protein,42.0,16180.0,491928275.0,1643.0,2
349,2271,25,702823,coronal,Gpr37,G protein-coupled receptor 37,51.0,14763.0,491928275.0,3875.0,2
350,2687,25,702823,coronal,Tnfrsf12a,"tumor necrosis factor receptor superfamily, member 12a",43.0,27279.0,491928275.0,8451.0,2
351,1707,25,702823,coronal,Eps8l1,EPS8-like 1,52.0,67425.0,491928275.0,15767.0,2
352,1282,25,702770,coronal,Slc19a1,"solute carrier family 19 (folate transporter), member 1",35.0,20509.0,491928275.0,57139.0,2
353,1399,25,702772,coronal,Pfkfb2,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2",34.0,18640.0,491928275.0,88554.0,2
354,2499,25,702774,coronal,Ppm1g,"protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform",50.0,14208.0,491928275.0,31106.0,2
355,72080185,25,71203618,coronal,2310003H01Rik,RIKEN cDNA 2310003H01 gene,36.0,71885.0,491928275.0,69394.0,2
356,1599,25,702819,coronal,Asb6,ankyrin repeat and SOCS box-containing 6,47.0,72323.0,491928275.0,9895.0,2
357,1623,25,702819,coronal,Hoxd9,homeobox D9,47.0,15438.0,491928275.0,8409.0,2
358,1920,25,702819,coronal,Slc27a4,"solute carrier family 27 (fatty acid transporter), member 4",47.0,26569.0,491928275.0,68437.0,2
359,73931624,25,71903150,coronal,Peak1,pseudopodium-enriched atypical kinase 1,54.0,244895.0,491928275.0,18259.0,2
360,73931626,25,71903150,coronal,Clmn,calmin,37.0,94040.0,491928275.0,11683.0,2
361,71836902,25,71083029,coronal,Gjd2,"gap junction protein, delta 2",47.0,14617.0,491928275.0,7734.0,2
362,1918,25,702819,coronal,Scnn1g,"sodium channel, nonvoltage-gated 1 gamma",52.0,20278.0,491928275.0,128649.0,2
363,1924,25,702819,coronal,Trip4,thyroid hormone receptor interactor 4,54.0,56404.0,491928275.0,9426.0,2
364,1898,25,702819,coronal,Fam89b,"family with sequence similarity 89, member B",45.0,17826.0,491928275.0,18749.0,2
365,2567,25,702774,coronal,St3gal3,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3",49.0,20441.0,491928275.0,7539.0,2
366,72472787,25,71339237,coronal,Ddr1,"discoidin domain receptor family, member 1",43.0,12305.0,491928275.0,68212.0,2
367,72080175,25,71203618,coronal,Trnp1,TMF1-regulated nuclear protein 1,49.0,69539.0,491928275.0,19492.0,2
368,72080165,25,71203618,coronal,Appl2,"adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2",35.0,216190.0,491928275.0,10046.0,2
369,71920516,25,71083047,coronal,Kirrel3,kin of IRRE like 3 (Drosophila),54.0,67703.0,491928275.0,57050.0,2
370,2111,25,702843,coronal,Cnr2,cannabinoid receptor 2 (macrophage),49.0,12802.0,491928275.0,1389.0,2
371,2617,25,702843,coronal,Slc38a4,"solute carrier family 38, member 4",41.0,69354.0,491928275.0,75077.0,2
372,1577,25,702810,coronal,Abhd11,abhydrolase domain containing 11,50.0,68758.0,491928275.0,5961.0,2
373,1191,25,702776,coronal,Cyr61,cysteine rich protein 61,48.0,16007.0,491928275.0,1194.0,2
374,2711,25,702584,coronal,Usp21,ubiquitin specific peptidase 21,34.0,30941.0,491928275.0,56572.0,2
375,2663,25,702581,coronal,Tmbim6,transmembrane BAX inhibitor motif containing 6,41.0,110213.0,491928275.0,2419.0,2
376,635,25,702578,coronal,Lhx6,LIM homeobox protein 6,47.0,16874.0,491928275.0,7401.0,2
377,972,25,702572,coronal,Slc25a3,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 3",35.0,18674.0,491928275.0,37649.0,2
378,1930,25,702808,coronal,Best2,bestrophin 2,53.0,212989.0,491928275.0,41187.0,2
379,2407,25,702783,coronal,Mif,macrophage migration inhibitory factor,35.0,17319.0,491928275.0,55655.0,2
380,70562124,25,69965074,coronal,Rxfp1,relaxin/insulin-like family peptide receptor 1,48.0,381489.0,491928275.0,11007.0,2
381,70562125,25,69965074,coronal,Scnn1a,"sodium channel, nonvoltage-gated 1 alpha",51.0,20276.0,491928275.0,811.0,2
382,70562126,25,69965074,coronal,Trpc6,"transient receptor potential cation channel, subfamily C, member 6",54.0,22068.0,491928275.0,37944.0,2
383,1611,25,702777,coronal,Gba,"glucosidase, beta, acid",48.0,14466.0,491928275.0,68040.0,2
384,75041432,25,74833955,coronal,Fdft1,farnesyl diphosphate farnesyl transferase 1,40.0,14137.0,491928275.0,3281.0,2
385,70231997,25,69466180,coronal,Gal,galanin,45.0,14419.0,491928275.0,7724.0,2
386,73817944,25,71903167,coronal,Tdrd3,tudor domain containing 3,40.0,219249.0,491928275.0,12771.0,2
387,1032,25,702585,coronal,Syt6,synaptotagmin VI,48.0,54524.0,491928275.0,10301.0,2
388,72081482,25,71227890,coronal,Scarb2,"scavenger receptor class B, member 2",50.0,12492.0,491928275.0,48353.0,2
389,72103807,25,71185709,coronal,Npy1r,neuropeptide Y receptor Y1,53.0,18166.0,491928275.0,700.0,2
390,72103808,25,71185709,coronal,Cds1,CDP-diacylglycerol synthase 1,50.0,74596.0,491928275.0,68173.0,2
391,544899,25,101493,coronal,Atxn10,ataxin 10,41.0,54138.0,491928275.0,40858.0,2
392,70231303,25,69454420,coronal,Mpped1,metallophosphoesterase domain containing 1,41.0,223726.0,491928275.0,15012.0,2
393,1381,25,702803,coronal,Mki67,antigen identified by monoclonal antibody Ki 67,52.0,17345.0,491928275.0,1814.0,2
394,2561,25,702777,coronal,Sfn,stratifin,49.0,55948.0,491928275.0,4475.0,2
395,1140,25,702589,coronal,Zfand5,"zinc finger, AN1-type domain 5",45.0,22682.0,491928275.0,21215.0,2
396,544902,25,101538,coronal,Tecr,"trans-2,3-enoyl-CoA reductase",53.0,106529.0,491928275.0,36231.0,2
397,70231306,25,69466176,coronal,Cbln2,cerebellin 2 precursor protein,44.0,12405.0,491928275.0,18203.0,2
398,70231307,25,69466176,coronal,Cdh24,cadherin-like 24,40.0,239096.0,491928275.0,56951.0,2
399,248335,25,72587,coronal,Paqr4,progestin and adipoQ receptor family member IV,43.0,76498.0,491928275.0,22278.0,2
400,276274,25,72587,coronal,Senp2,SUMO/sentrin specific peptidase 2,42.0,75826.0,491928275.0,11005.0,2
401,1633,25,702811,coronal,Sh2b3,SH2B adaptor protein 3,50.0,16923.0,491928275.0,36179.0,2
402,2367,25,702811,coronal,Lat,linker for activation of T cells,52.0,16797.0,491928275.0,7811.0,2
403,2226,25,702811,coronal,Fnta,"farnesyltransferase, CAAX box, alpha",53.0,14272.0,491928275.0,1534.0,2
404,1571,25,702811,coronal,Slc20a1,"solute carrier family 20, member 1",47.0,20515.0,491928275.0,38049.0,2
405,1555,25,702811,coronal,Nfib,nuclear factor I/B,49.0,18028.0,491928275.0,4087.0,2
406,276276,25,72611,coronal,Asb8,ankyrin repeat and SOCS box-containing 8,41.0,78541.0,491928275.0,32572.0,2
407,276066,25,72624,coronal,Pappa2,pappalysin 2,34.0,23850.0,491928275.0,10661.0,2
408,72008306,25,71185778,coronal,Them6,thioesterase superfamily member 6,41.0,223626.0,491928275.0,105296.0,2
409,276275,25,72587,coronal,Csrp2bp,cysteine and glycine-rich protein 2 binding protein,47.0,228714.0,491928275.0,10745.0,2
410,1179,25,702802,coronal,Crabp1,cellular retinoic acid binding protein I,54.0,12903.0,491928275.0,3222.0,2
411,1162,25,702803,coronal,Bhlhe22,"basic helix-loop-helix family, member e22",48.0,59058.0,491928275.0,10994.0,2
