experiment_id,section_thickness,specimen_id,plane,gene,gene_name,chromosome_id,entrez_id,genomic_reference_update_id,homologene_id,organism_id
69549621,25,69278848,sagittal,St6galnac5,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5",48.0,26938.0,491928275.0,8079.0,2
71656884,25,70911314,sagittal,Igsf21,"immunoglobulin superfamily, member 21",49.0,230868.0,491928275.0,13153.0,2
1700,25,702877,sagittal,Dner,delta/notch-like EGF-related receptor,34.0,227325.0,491928275.0,26722.0,2
1745,25,702877,sagittal,Hmgcs1,3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1,39.0,208715.0,491928275.0,1609.0,2
308054780,25,305625968,sagittal,Cpne9,copine family member IX,51.0,211232.0,491928275.0,84686.0,2
75988286,25,75343556,sagittal,Arhgap4,Rho GTPase activating protein 4,57.0,171207.0,491928275.0,20403.0,2
2578,25,702880,sagittal,Slc16a14,"solute carrier family 16 (monocarboxylic acid transporters), member 14",34.0,71781.0,491928275.0,34318.0,2
1819,25,702880,sagittal,Ramp3,receptor (calcitonin) activity modifying protein 3,36.0,56089.0,491928275.0,4276.0,2
81790664,25,6518,sagittal,Gsc2,goosecoid homebox 2,42.0,195333.0,491928275.0,3884.0,2
71724469,25,70896881,sagittal,Cnksr3,Cnksr family member 3,35.0,215748.0,491928275.0,18192.0,2
1861,25,702879,sagittal,Syngr3,synaptogyrin 3,43.0,20974.0,491928275.0,3101.0,2
1763,25,702879,sagittal,Kcnk13,"potassium channel, subfamily K, member 13",37.0,217826.0,491928275.0,69351.0,2
74003411,25,72135209,sagittal,Col10a1,"collagen, type X, alpha 1",35.0,12813.0,491928275.0,55466.0,2
69549659,25,69278810,sagittal,Snapin,SNAP-associated protein,48.0,20615.0,491928275.0,8251.0,2
71579918,25,70780150,sagittal,Col10a1,"collagen, type X, alpha 1",35.0,12813.0,491928275.0,55466.0,2
68797780,25,68350223,sagittal,1700065D16Rik,RIKEN cDNA 1700065D16 gene,54.0,73410.0,491928275.0,,2
68744875,25,68350115,sagittal,Smim8,small integral membrane protein 8,49.0,66291.0,491928275.0,10708.0,2
68744845,25,68350115,sagittal,Hnmt,histamine N-methyltransferase,47.0,140483.0,491928275.0,5032.0,2
68844648,25,68152364,sagittal,Fign,fidgetin,47.0,60344.0,491928275.0,5813.0,2
1586,25,702866,sagittal,Grin1,"glutamate receptor, ionotropic, NMDA1 (zeta 1)",47.0,14810.0,491928275.0,7187.0,2
69735873,25,69289692,sagittal,Klhl4,kelch-like 4,57.0,237010.0,491928275.0,10431.0,2
68633443,25,68203616,sagittal,Rps19,ribosomal protein S19,52.0,20085.0,491928275.0,37416.0,2
68633062,25,68203588,sagittal,Rpl5,ribosomal protein L5,50.0,100503670.0,491928275.0,130682.0,2
68633273,25,68203600,sagittal,Ankrd49,ankyrin repeat domain 49,54.0,56503.0,491928275.0,9787.0,2
68633267,25,68203600,sagittal,Lrrc48,leucine rich repeat containing 48,36.0,74665.0,491928275.0,12581.0,2
68633113,25,68203592,sagittal,Capns1,"calpain, small subunit 1",52.0,12336.0,491928275.0,1327.0,2
68633107,25,68203592,sagittal,Tcaf1,"family with sequence similarity 115, member A",51.0,77574.0,491928275.0,8815.0,2
68563104,25,68203516,sagittal,Fam199x,"family with sequence similarity 199, X-linked",57.0,245622.0,491928275.0,17156.0,2
68844636,25,68152364,sagittal,Pbrm1,polybromo 1,40.0,66923.0,491928275.0,10044.0,2
68798561,25,67963208,sagittal,Fgf8,fibroblast growth factor 8,45.0,14179.0,491928275.0,7715.0,2
176780,25,72393,sagittal,Cox7b,cytochrome c oxidase subunit VIIb,57.0,66142.0,491928275.0,1406.0,2
69549281,25,69278712,sagittal,Trmt10b,tRNA methyltransferase 10B,49.0,69934.0,491928275.0,12340.0,2
70301931,25,69594311,sagittal,Rps6ka3,ribosomal protein S6 kinase polypeptide 3,57.0,110651.0,491928275.0,37940.0,2
70295697,25,69585011,sagittal,Gm381,predicted pseudogene 381,57.0,214308.0,491928275.0,19401.0,2
308055507,25,305626337,sagittal,Nr2f2,"nuclear receptor subfamily 2, group F, member 2",52.0,11819.0,491928275.0,7628.0,2
2492,25,702841,sagittal,Pnrc2,proline-rich nuclear receptor coactivator 2,49.0,52830.0,491928275.0,9821.0,2
69672868,25,69253121,sagittal,Gfra2,glial cell line derived neurotrophic factor family receptor alpha 2,40.0,14586.0,491928275.0,1145.0,2
69672862,25,69253121,sagittal,Gdnf,glial cell line derived neurotrophic factor,41.0,14573.0,491928275.0,433.0,2
70295721,25,69585063,sagittal,Gm234,"gene model 234, (NCBI)",35.0,215946.0,491928275.0,,2
69549315,25,69278716,sagittal,Zfp599,zinc finger protein 599,54.0,235048.0,491928275.0,,2
81599654,25,6534,sagittal,Cyp8b1,"cytochrome P450, family 8, subfamily b, polypeptide 1",54.0,13124.0,491928275.0,3233.0,2
68845281,25,68152372,sagittal,Arfgap1,ADP-ribosylation factor GTPase activating protein 1,47.0,228998.0,491928275.0,5517.0,2
68844504,25,68152351,sagittal,Zfpm2,"zinc finger protein, multitype 2",41.0,22762.0,491928275.0,8008.0,2
81790698,25,6521,sagittal,Epha7,Eph receptor A7,49.0,13841.0,491928275.0,20935.0,2
81790702,25,6521,sagittal,Slc17a9,"solute carrier family 17, member 9",47.0,228993.0,491928275.0,76562.0,2
308055433,25,305626337,sagittal,Oit1,oncoprotein induced transcript 1,40.0,18300.0,491928275.0,16354.0,2
69549629,25,69278750,sagittal,Sugp2,SURP and G patch domain containing 2,53.0,234373.0,491928275.0,8923.0,2
69549628,25,69278750,sagittal,Tspan5,tetraspanin 5,48.0,56224.0,491928275.0,4182.0,2
308055136,25,305626337,sagittal,Eef2,eukaryotic translation elongation factor 2,35.0,13629.0,491928275.0,100816.0,2
308056174,25,305626322,sagittal,9330158H04Rik,RIKEN cDNA 9330158H04 gene,51.0,319472.0,491928275.0,,2
69735885,25,69289692,sagittal,Klk4,"kallikrein related-peptidase 4 (prostase, enamel matrix, prostate)",52.0,56640.0,491928275.0,55856.0,2
69549182,25,69253141,sagittal,Acadl,"acyl-Coenzyme A dehydrogenase, long-chain",34.0,11363.0,491928275.0,37498.0,2
69257648,25,69223954,sagittal,Gpr75,G protein-coupled receptor 75,36.0,237716.0,491928275.0,4945.0,2
70218908,25,69534652,sagittal,5430402E10Rik,RIKEN cDNA 5430402E10 gene,57.0,71351.0,491928275.0,83433.0,2
73808361,25,71717808,sagittal,Trps1,trichorhinophalangeal syndrome I (human),41.0,83925.0,491928275.0,8556.0,2
71160238,25,70873429,sagittal,A230057D06Rik,RIKEN cDNA A230057D06 gene,52.0,319893.0,491928275.0,,2
69672001,25,69636246,sagittal,Emd,emerin,57.0,13726.0,491928275.0,91.0,2
70276765,25,69573495,sagittal,Etos1,ectopic ossification 1,52.0,114660.0,491928275.0,,2
70276789,25,69573495,sagittal,F830005K03Rik,RIKEN cDNA F830005K03 gene,42.0,442816.0,491928275.0,,2
74736069,25,74373734,sagittal,Gm4879,predicted pseudogene 4879,52.0,232887.0,491928275.0,,2
74514321,25,73620113,sagittal,Npff,neuropeptide FF-amide peptide precursor,41.0,54615.0,491928275.0,48236.0,2
74509594,25,73573656,sagittal,Zfhx4,zinc finger homeodomain 4,48.0,80892.0,491928275.0,23477.0,2
74431254,25,73540609,sagittal,LOC433207,LOC433207,44.0,433207.0,491928275.0,,2
73834499,25,71887446,sagittal,Hivep3,human immunodeficiency virus type I enhancer binding protein 3,49.0,16656.0,491928275.0,7803.0,2
72182975,25,71282180,sagittal,Dlg4,"discs, large homolog 4 (Drosophila)",36.0,13385.0,491928275.0,1047.0,2
308056097,25,305626322,sagittal,Avpr1b,arginine vasopressin receptor 1B,34.0,26361.0,491928275.0,22678.0,2
71160271,25,70873433,sagittal,A530058O07Rik,RIKEN cDNA A530058O07 gene,39.0,97881.0,491928275.0,,2
70920123,25,70873233,sagittal,LOC434359,similar to TAR RNA binding protein 1; TAR RNA loop binding protein; TAR (HIV) RNA-binding protein 1,53.0,434359.0,491928275.0,,2
119686,25,45778,sagittal,Kcnn4,"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4",52.0,16534.0,491928275.0,1696.0,2
75831750,25,75238477,sagittal,Nos3,"nitric oxide synthase 3, endothelial cell",50.0,18127.0,491928275.0,504.0,2
75749432,25,75180078,sagittal,Grik3,"glutamate receptor, ionotropic, kainate 3",49.0,14807.0,491928275.0,73901.0,2
75043689,25,74641339,sagittal,Ubtfl1,"upstream binding transcription factor, RNA polymerase I-like 1",54.0,546118.0,491928275.0,110115.0,2
73818826,25,71903112,sagittal,Klhl31,kelch-like 31,54.0,244923.0,491928275.0,27819.0,2
73731391,25,71525621,sagittal,Foxf1,forkhead box F1,53.0,15227.0,491928275.0,1114.0,2
71022990,25,70873360,sagittal,Commd6,COMM domain containing 6,40.0,66200.0,491928275.0,52572.0,2
308055659,25,305626322,sagittal,Gpr171,G protein-coupled receptor 171,48.0,229323.0,491928275.0,36330.0,2
69735879,25,69289692,sagittal,Klhl8,kelch-like 8,50.0,246293.0,491928275.0,10819.0,2
1236,25,702688,sagittal,Nbr1,neighbor of Brca1 gene 1,36.0,17966.0,491928275.0,7438.0,2
69353735,25,68909596,sagittal,Prox2,prospero homeobox 2,37.0,73422.0,491928275.0,18421.0,2
74431372,25,73540613,sagittal,Mzf1,myeloid zinc finger 1,52.0,109889.0,491928275.0,9633.0,2
74359736,25,73521916,sagittal,Gm8656,predicted gene 8656,47.0,667477.0,491928275.0,,2
74359449,25,73502225,sagittal,Plxnd1,plexin D1,51.0,67784.0,491928275.0,22866.0,2
74357731,25,73440255,sagittal,Sct,secretin,52.0,20287.0,491928275.0,7928.0,2
74300879,25,73440159,sagittal,Cntn1,contactin 1,41.0,12805.0,491928275.0,7274.0,2
74076162,25,72172783,sagittal,Dscaml1,Down syndrome cell adhesion molecule like 1,54.0,114873.0,491928275.0,79549.0,2
74059201,25,72147829,sagittal,Kmt2d,lysine (K)-specific methyltransferase 2D,41.0,381022.0,491928275.0,86893.0,2
100144159,25,710796,sagittal,Oit1,oncoprotein induced transcript 1,40.0,18300.0,491928275.0,16354.0,2
1817,25,702859,sagittal,Raf1,v-raf-leukemia viral oncogene 1,51.0,110157.0,491928275.0,48145.0,2
71764506,25,70999104,sagittal,Rhox10,reproductive homeobox 10,57.0,434769.0,491928275.0,86786.0,2
71735078,25,70929945,sagittal,Myt1l,myelin transcription factor 1-like,37.0,17933.0,491928275.0,7435.0,2
71160346,25,70873437,sagittal,Stat3,signal transducer and activator of transcription 3,36.0,20848.0,491928275.0,7960.0,2
71161012,25,70873445,sagittal,E2f5,E2F transcription factor 5,48.0,13559.0,491928275.0,1472.0,2
71022960,25,70873360,sagittal,Aldoc,"aldolase C, fructose-bisphosphate",36.0,11676.0,491928275.0,21073.0,2
71161477,25,71121402,sagittal,Zbtb7a,zinc finger and BTB domain containing 7a,35.0,16969.0,491928275.0,7820.0,2
71212494,25,71121449,sagittal,Cflar,CASP8 and FADD-like apoptosis regulator,34.0,12633.0,491928275.0,7652.0,2
71234527,25,71121517,sagittal,Myoc,myocilin,34.0,17926.0,491928275.0,220.0,2
71487058,25,70538425,sagittal,C1qb,"complement component 1, q subcomponent, beta polypeptide",49.0,12260.0,491928275.0,418.0,2
71393370,25,70516765,sagittal,Hmga2,high mobility group AT-hook 2,35.0,15364.0,491928275.0,2602.0,2
71488819,25,70516781,sagittal,Sstr1,somatostatin receptor 1,37.0,20605.0,491928275.0,820.0,2
71377743,25,70499917,sagittal,Rgs10,regulator of G-protein signalling 10,52.0,67865.0,491928275.0,37710.0,2
70474749,25,70430891,sagittal,B3gnt2,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2",36.0,53625.0,491928275.0,4797.0,2
71213647,25,70396841,sagittal,Dcaf7,DDB1 and CUL4 associated factor 7,36.0,71833.0,491928275.0,55930.0,2
71210097,25,70298625,sagittal,Itgbl1,"integrin, beta-like 1",40.0,223272.0,491928275.0,3519.0,2
71161531,25,70230611,sagittal,Abl1,"c-abl oncogene 1, non-receptor tyrosine kinase",47.0,11350.0,491928275.0,3783.0,2
71148190,25,70220545,sagittal,Rai1,retinoic acid induced 1,36.0,19377.0,491928275.0,7508.0,2
71148004,25,70145795,sagittal,Apc,adenomatosis polyposis coli,44.0,11789.0,491928275.0,30950.0,2
71147809,25,70145721,sagittal,Dab1,disabled 1,49.0,13131.0,491928275.0,32084.0,2
70919872,25,70091588,sagittal,Glul,glutamate-ammonia ligase (glutamine synthetase),34.0,14645.0,491928275.0,37567.0,2
1841,25,702857,sagittal,Slc2a3,"solute carrier family 2 (facilitated glucose transporter), member 3",51.0,20527.0,491928275.0,74302.0,2
69782210,25,69354806,sagittal,Nf1,neurofibromatosis 1,36.0,18015.0,491928275.0,226.0,2
69736280,25,69333108,sagittal,Lrrc4,leucine rich repeat containing 4,51.0,192198.0,491928275.0,36403.0,2
69735921,25,69333083,sagittal,Krt10,keratin 10,36.0,16661.0,491928275.0,20125.0,2
69735616,25,69289622,sagittal,Itgb1,integrin beta 1 (fibronectin receptor beta),53.0,16412.0,491928275.0,22999.0,2
69549299,25,69278827,sagittal,Scara3,"scavenger receptor class A, member 3",40.0,219151.0,491928275.0,9437.0,2
69353669,25,68879852,sagittal,Dennd6b,DENN/MADD domain containing 6B,41.0,69440.0,491928275.0,57065.0,2
70302186,25,70248772,sagittal,Slc9a9,"solute carrier family 9 (sodium/hydrogen exchanger), member 9",54.0,331004.0,491928275.0,69753.0,2
70300168,25,70248748,sagittal,4732414G09Rik,RIKEN cDNA 4732414G09 gene,36.0,100043309.0,491928275.0,,2
68845400,25,68152376,sagittal,Adar,"adenosine deaminase, RNA-specific",48.0,56417.0,491928275.0,9281.0,2
70795922,25,70041771,sagittal,Hivep2,human immunodeficiency virus type I enhancer binding protein 2,35.0,15273.0,491928275.0,4900.0,2
70611264,25,70013684,sagittal,LOC432748,similar to ras responsive element binding protein 1; RAS-responsive element binding protein-1; DNA-binding protein,39.0,432748.0,491928275.0,,2
70794019,25,70013728,sagittal,Ryk,receptor-like tyrosine kinase,54.0,20187.0,491928275.0,68287.0,2
69838381,25,69841042,sagittal,Evl,Ena-vasodilator stimulated phosphoprotein,37.0,14026.0,491928275.0,56752.0,2
70300583,25,69585047,sagittal,Nr1h5,"nuclear receptor subfamily 1, group H, member 5",48.0,381463.0,491928275.0,131277.0,2
69860987,25,69454318,sagittal,P2rx4,"purinergic receptor P2X, ligand-gated ion channel 4",50.0,18438.0,491928275.0,1923.0,2
69885654,25,69434169,sagittal,Sorl1,"sortilin-related receptor, LDLR class A repeats-containing",54.0,20660.0,491928275.0,2336.0,2
69818107,25,69409298,sagittal,Npvf,neuropeptide VF precursor,51.0,60531.0,491928275.0,11064.0,2
69816840,25,69401192,sagittal,Shank3,SH3/ankyrin domain gene 3,41.0,58234.0,491928275.0,75163.0,2
69626760,25,69253049,sagittal,Ddx50,DEAD (Asp-Glu-Ala-Asp) box polypeptide 50,35.0,94213.0,491928275.0,56986.0,2
68269294,25,67501015,sagittal,Tagln2,transgelin 2,34.0,21346.0,491928275.0,20789.0,2
69257642,25,69223954,sagittal,Npffr2,neuropeptide FF receptor 2,50.0,104443.0,491928275.0,56982.0,2
1853,25,702856,sagittal,Slc9a8,"solute carrier family 9 (sodium/hydrogen exchanger), member 8",47.0,77031.0,491928275.0,75041.0,2
69289661,25,68871028,sagittal,Pax1,paired box 1,47.0,18503.0,491928275.0,4514.0,2
1863,25,702856,sagittal,Synpr,synaptoporin,40.0,72003.0,491928275.0,11407.0,2
69258184,25,68857349,sagittal,Nmbr,neuromedin B receptor,35.0,18101.0,491928275.0,20560.0,2
68203440,25,645607,sagittal,Hmx2,H6 homeobox 2,52.0,15372.0,491928275.0,24625.0,2
68196979,25,591099,sagittal,Ank3,"ankyrin 3, epithelial",35.0,11735.0,491928275.0,56908.0,2
68191504,25,533128,sagittal,Rac1,RAS-related C3 botulinum substrate 1,50.0,19353.0,491928275.0,69035.0,2
68161453,25,382814,sagittal,Tmem119,transmembrane protein 119,50.0,231633.0,491928275.0,17145.0,2
68080709,25,355065,sagittal,Mdh2,"malate dehydrogenase 2, NAD (mitochondrial)",50.0,17448.0,491928275.0,55938.0,2
69114640,25,68748542,sagittal,Glcci1,glucocorticoid induced transcript 1,51.0,170772.0,491928275.0,15773.0,2
70812859,25,70042323,sagittal,Pik3r1,"phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 1 (p85 alpha)",39.0,18708.0,491928275.0,7889.0,2
70795823,25,70013782,sagittal,Ank3,"ankyrin 3, epithelial",35.0,11735.0,491928275.0,56908.0,2
70596125,25,69784830,sagittal,LOC381872,hypothetical LOC381872,52.0,381872.0,491928275.0,,2
69095946,25,68731405,sagittal,Numb,numb gene homolog (Drosophila),37.0,18222.0,491928275.0,2775.0,2
69672120,25,69636857,sagittal,Eral1,Era (G-protein)-like 1 (E. coli),36.0,57837.0,491928275.0,4167.0,2
68845777,25,68678371,sagittal,Grm6,"glutamate receptor, metabotropic 6",36.0,108072.0,491928275.0,20232.0,2
69014548,25,68628362,sagittal,Anxa4,annexin A4,51.0,11746.0,491928275.0,68164.0,2
68745402,25,68350175,sagittal,Mmp9,matrix metallopeptidase 9,47.0,17395.0,491928275.0,3659.0,2
68744624,25,68350091,sagittal,Nmb,neuromedin B,52.0,68039.0,491928275.0,36392.0,2
68920797,25,68262379,sagittal,Slc1a4,"solute carrier family 1 (glutamate/neutral amino acid transporter), member 4",36.0,55963.0,491928275.0,20655.0,2
68632649,25,68203564,sagittal,Dbi,diazepam binding inhibitor,34.0,13167.0,491928275.0,39086.0,2
68301634,25,68123425,sagittal,Nck2,non-catalytic region of tyrosine kinase adaptor protein 2,34.0,17974.0,491928275.0,20794.0,2
68795444,25,68076433,sagittal,Trf,transferrin,54.0,22041.0,491928275.0,68153.0,2
68076885,25,67964450,sagittal,Yipf4,"Yip1 domain family, member 4",43.0,67864.0,491928275.0,32658.0,2
68545348,25,67956940,sagittal,Cflar,CASP8 and FADD-like apoptosis regulator,34.0,12633.0,491928275.0,7652.0,2
68545324,25,67956936,sagittal,Hbb-b2,"hemoglobin, beta adult minor chain",52.0,15130.0,491928275.0,,2
69626754,25,69253049,sagittal,Ddx42,DEAD (Asp-Glu-Ala-Asp) box polypeptide 42,36.0,72047.0,491928275.0,49137.0,2
71022744,25,70873153,sagittal,Mbnl2,muscleblind-like 2,40.0,105559.0,491928275.0,76766.0,2
75863296,25,75282233,sagittal,Paox,polyamine oxidase (exo-N4-amino),52.0,212503.0,491928275.0,72096.0,2
70920003,25,70873212,sagittal,Enah,enabled homolog (Drosophila),34.0,13800.0,491928275.0,130639.0,2
71210418,25,70298697,sagittal,Chd1,chromodomain helicase DNA binding protein 1,43.0,12648.0,491928275.0,68174.0,2
79904160,25,79393372,sagittal,Ube3a,ubiquitin protein ligase E3A,52.0,22215.0,491928275.0,7988.0,2
77923147,25,77591263,sagittal,C1qa,"complement component 1, q subcomponent, alpha polypeptide",49.0,12259.0,491928275.0,7249.0,2
77924474,25,77599047,sagittal,Pou3f4,"POU domain, class 3, transcription factor 4",57.0,18994.0,491928275.0,260.0,2
76135518,25,75819070,sagittal,Tcf3,transcription factor 3,35.0,21423.0,491928275.0,2408.0,2
76135408,25,75819041,sagittal,Nde1,nuclear distribution gene E homolog 1 (A nidulans),42.0,67203.0,491928275.0,32354.0,2
75985970,25,75343530,sagittal,Tctex1d4,Tctex1 domain containing 4,49.0,242646.0,491928275.0,18398.0,2
69736034,25,69333096,sagittal,Laptm4a,lysosomal-associated protein transmembrane 4A,37.0,17775.0,491928275.0,7427.0,2
70919149,25,70873137,sagittal,Psmc3,"proteasome (prosome, macropain) 26S subunit, ATPase 3",47.0,19182.0,491928275.0,2097.0,2
1761,25,702856,sagittal,Kcnip1,Kv channel-interacting protein 1,36.0,70357.0,491928275.0,22824.0,2
70305162,25,69619636,sagittal,9330178D15Rik,RIKEN cDNA 9330178D15 gene,48.0,329780.0,491928275.0,,2
75985956,25,75343530,sagittal,Rnf168,ring finger protein 168,42.0,70238.0,491928275.0,87044.0,2
75985973,25,75343530,sagittal,Rnmtl1,RNA methyltransferase like 1,36.0,67390.0,491928275.0,10033.0,2
75863318,25,75282233,sagittal,Agbl3,ATP/GTP binding protein-like 3,51.0,76223.0,491928275.0,35330.0,2
75826683,25,75238445,sagittal,Atoh1,atonal homolog 1 (Drosophila),51.0,11921.0,491928275.0,31297.0,2
77620281,25,77415425,sagittal,Cers3,ceramide synthase 3,52.0,545975.0,491928275.0,18719.0,2
76081212,25,75720907,sagittal,Lamb3,"laminin, beta 3",34.0,16780.0,491928275.0,191.0,2
75990502,25,75428094,sagittal,Car3,carbonic anhydrase 3,48.0,12350.0,491928275.0,31298.0,2
75692782,25,75064024,sagittal,Btrc,beta-transducin repeat containing protein,45.0,12234.0,491928275.0,39330.0,2
73584753,25,71414777,sagittal,Bai2,brain-specific angiogenesis inhibitor 2,49.0,230775.0,491928275.0,1288.0,2
70919161,25,70873137,sagittal,Tfdp1,transcription factor Dp 1,53.0,21781.0,491928275.0,38276.0,2
75985954,25,75343530,sagittal,Mctp1,"multiple C2 domains, transmembrane 1",39.0,78771.0,491928275.0,75211.0,2
75831766,25,75282177,sagittal,Dsc2,desmocollin 2,44.0,13506.0,491928275.0,8397.0,2
74822916,25,74565903,sagittal,Irx5,Iroquois related homeobox 5 (Drosophila),53.0,54352.0,491928275.0,38105.0,2
74822606,25,74553717,sagittal,Sp3,trans-acting transcription factor 3,47.0,20687.0,491928275.0,7952.0,2
74581187,25,74043810,sagittal,Col11a2,"collagen, type XI, alpha 2",43.0,12815.0,491928275.0,22547.0,2
74580841,25,73888556,sagittal,Nos1ap,nitric oxide synthase 1 (neuronal) adaptor protein,34.0,70729.0,491928275.0,40976.0,2
70920135,25,70873233,sagittal,Amotl1,angiomotin-like 1,54.0,75723.0,491928275.0,43977.0,2
71627820,25,70858169,sagittal,Smoc2,SPARC related modular calcium binding 2,43.0,64074.0,491928275.0,11150.0,2
74578299,25,73651960,sagittal,Spic,Spi-C transcription factor (Spi-1/PU.1 related),35.0,20728.0,491928275.0,7953.0,2
74635719,25,74071397,sagittal,Scx,scleraxis,41.0,20289.0,491928275.0,85195.0,2
74635683,25,74071294,sagittal,Hoxc9,homeobox C9,41.0,15427.0,491928275.0,128283.0,2
